Date,vol,Returns
2014-01-17,0.03749352148918381,-0.0451117869478112
2014-01-21,0.03885655953724948,0.0644654460420133
2014-01-22,0.04130773191884249,-0.0049409927587426
2014-01-23,0.040549318637755946,0.0335529842370903
2014-01-24,0.040583609018754546,0.0350361587252258
2014-01-27,0.04147476459149746,0.0709095023282828
2014-01-28,0.045039721512871715,-0.0028762724257985
2014-01-29,0.043600773418764824,-0.0009606629211589
2014-01-30,0.042415021588057274,-0.0517739000319998
2014-01-31,0.042872252745295096,0.0294212195688822
2014-02-03,0.04242543947273619,0.0619245425598946
2014-02-04,0.04483894623288188,-0.0083488891344286
2014-02-05,0.04353395232049459,-0.0389412459070284
2014-02-06,0.04323671314870954,-0.0496379810917714
2014-02-07,0.043829959607594574,-0.032060604458606
2014-02-10,0.04344266330504919,0.007851335598628
2014-02-11,0.04227333289519624,-0.0068010203760218
2014-02-12,0.04132911556504776,0.0094045105214181
2014-02-13,0.040572202664136574,-0.0120325804342479
2014-02-14,0.040029250956788796,-0.0568488085218477
2014-02-18,0.04276951218296122,0.0263896010371391
2014-02-19,0.04215232161214751,-0.0043501971811525
2014-02-20,0.04121105788554644,-0.0422990157511125
2014-02-21,0.04239965101591623,0.0174701540972423
2014-02-24,0.041604551189578294,0.0144206603264379
2014-02-25,0.04101800674416062,0.0169263668961482
2014-02-26,0.04036009757781035,0.0005413261442424
2014-02-27,0.03973703088763434,0.0176995239361885
2014-02-28,0.03971979441935928,-0.0053305033110842
2014-03-03,0.039238441652043925,0.1106910721321228
2014-03-04,0.04911393436455839,-0.0500350080441493
2014-03-05,0.04868440121018794,0.0204140521964684
2014-03-06,0.04700824928222359,-0.0163979823399681
2014-03-07,0.045270421544096356,0.0025019278125258
2014-03-10,0.043791243207294224,0.015865479044613
2014-03-11,0.042708372434123426,0.0165857460534216
2014-03-12,0.042042056683388625,0.0110657852770882
2014-03-13,0.04134489359521468,-0.0033549036978847
2014-03-14,0.04057181790340675,0.0409180513564816
2014-03-17,0.04195199895878498,-0.0647229160089481
2014-03-18,0.04492612564102307,-0.0044345970678657
2014-03-19,0.0435035289996119,-0.0184406426259321
2014-03-20,0.04262081878534181,-0.0096032074883814
2014-03-21,0.041693810961887644,-0.0117499180678382
2014-03-24,0.04109774746498029,0.0030785556145502
2014-03-25,0.04035573270255097,-0.0170502188548651
2014-03-26,0.04000496351757603,-0.0010428050725281
2014-03-27,0.03947836826703251,0.0057217839920649
2014-03-28,0.039074820091060995,-0.0067656254229631
2014-03-31,0.03879680583277609,0.0057276907433245
2014-04-01,0.03852348714409526,0.0180092848326646
2014-04-02,0.03847748459301617,0.0091371189423998
2014-04-03,0.03830296046685351,-0.0701123854579672
2014-04-04,0.042681779836274886,-0.0092568039564792
2014-04-07,0.04171299821409212,0.0195021348787775
2014-04-08,0.04119186562195301,0.0133228729659792
2014-04-09,0.04048696001314531,-0.0181628934302674
2014-04-10,0.04026999818523204,0.0091226824855542
2014-04-11,0.039821173900542906,-0.017785433391792
2014-04-14,0.039535194150333804,0.0172511025997932
2014-04-15,0.03918901810489286,0.0
2014-04-16,0.038784101001107595,0.0101038352269542
2014-04-17,0.03856382326343428,0.0015860431556347
2014-04-21,0.038291332514881135,-0.0349403444906339
2014-04-22,0.039336204062646526,0.028580969419129
2014-04-23,0.03963032217618663,-0.0187824152462029
2014-04-24,0.03943298980665605,-0.0054317352449497
2014-04-25,0.03901797619743494,0.0279286680926777
2014-04-28,0.03932012204110082,0.0136772260269511
2014-04-29,0.0391822129062029,0.0026090283518785
2014-04-30,0.03877772247292914,0.0093361669150479
2014-05-01,0.0385913849951475,-0.049203256686748
2014-05-02,0.0401670408776086,-0.0353238712401185
2014-05-05,0.040935617183736145,0.0412713340268242
2014-05-06,0.04183854571804839,-0.0323227279503221
2014-05-07,0.04206105704327489,-0.0140176118652979
2014-05-08,0.04142146183895595,-0.012500106298956
2014-05-09,0.04069513034403837,-0.0284159449742945
2014-05-12,0.04079473450368863,-0.0208031276297632
2014-05-13,0.04080404197898239,0.0125337954592358
2014-05-14,0.04023637184869806,-0.0083384640377472
2014-05-15,0.03971551306770196,-0.0477738744858724
2014-05-16,0.041661223047406916,-0.0331663052268854
2014-05-19,0.041856660511416593,0.0306537410910025
2014-05-20,0.04157261238480464,0.0186921947405457
2014-05-21,0.0409654827631132,0.0110497134081288
2014-05-22,0.04026289250806622,-0.0203522301041336
2014-05-23,0.03992543867214698,-0.0100188067221023
2014-05-27,0.0394440295617431,0.0131292914417928
2014-05-28,0.03908879461153516,-0.0049813303502042
2014-05-29,0.03875263003723441,-0.0297773030149699
2014-05-30,0.03923454945071244,0.0038510959020974
2014-06-02,0.03884372513594171,-0.0057822197722679
2014-06-03,0.038536178769085834,0.000644122405523
2014-06-04,0.038281525549695966,-0.0077569878285712
2014-06-05,0.038093173407610856,-0.0176764013227216
2014-06-06,0.0381450648169595,-0.043191598582774
2014-06-09,0.03979077655565556,0.0116559427283615
2014-06-10,0.03933635917093495,0.0047602946063001
2014-06-11,0.03891148217303324,-0.0047602946063002
2014-06-12,0.038623888492825456,0.2675419649026629
2014-06-13,0.08203222494052585,0.0155282109654855
2014-06-16,0.07568015775588076,0.0025648129619075
2014-06-17,0.06984509119048277,-0.1149693747644631
2014-06-18,0.06977483766729053,-0.006920384974205
2014-06-19,0.06471753654325167,0.043595808130948
2014-06-20,0.0610148012046519,0.0428366397709906
2014-06-23,0.05820827701800698,-0.0428366397709906
2014-06-24,0.055580925724901246,-0.0066703417601848
2014-06-25,0.05249631388275326,-0.0129105915400845
2014-06-26,0.04987776745854288,-0.0421176757583428
2014-06-27,0.050171827013896636,-0.0317295698633316
2014-06-30,0.04826805151932779,0.0048543176375494
2014-07-01,0.04631012730091982,-0.0170944333593001
2014-07-02,0.044902781102739577,-0.0230468001952141
2014-07-03,0.04449252187949158,-0.0178008514686324
2014-07-07,0.04341742583119973,0.0482097092296083
2014-07-08,0.04408236494460112,-0.0030610369784513
2014-07-09,0.042814817159959696,0.0030610369784513
2014-07-10,0.041754783397098955,0.0060937421962869
2014-07-11,0.0409714456794493,0.0474585511597014
2014-07-14,0.04237958965065876,0.047520252616498
2014-07-15,0.043199899325769966,-0.0077649310770155
2014-07-16,0.04210370559030605,-0.0620175772686614
2014-07-17,0.043767462846210865,0.0569939552049408
2014-07-18,0.045484222438628034,-0.0272281142691668
2014-07-21,0.04447758150603827,-0.024448250543263
2014-07-22,0.04401646834616848,0.0076314431900001
2014-07-23,0.04292400178053064,-0.0218749485098816
2014-07-24,0.042125933821198204,-0.0477446857678791
2014-07-25,0.04381865438967671,0.0441518675318492
2014-07-28,0.04403641145466456,-0.0181602442923062
2014-07-29,0.04291192603195679,0.0253330781783126
2014-07-30,0.042122885109787296,0.0188796157007448
2014-07-31,0.04167005810676658,0.0931293806787976
2014-08-01,0.047821002574023656,0.0319648906533316
2014-08-04,0.046929031942944094,-0.024537854057851
2014-08-05,0.04553026482859321,0.0094687714288519
2014-08-06,0.044260600117053045,-0.0152997449028576
2014-08-07,0.04302976321503448,0.0021243237442932
2014-08-08,0.04193246487491594,0.0015901938572317
2014-08-11,0.0410271474597326,-0.0736190637946734
2014-08-12,0.0439903120398894,0.000569848975238
2014-08-13,0.04274421329586695,-0.0207260153637034
2014-08-14,0.042022466452314174,0.0382357538712802
2014-08-15,0.04197805783919034,0.0400601702939596
2014-08-18,0.04246126937200593,0.0488157792515938
2014-08-19,0.04395282894138387,-0.0071980261219146
2014-08-20,0.042731582104700176,-0.076094547668267
2014-08-21,0.046109195025516005,-0.0403348637173958
2014-08-22,0.04565520559798333,-0.0438458855453319
2014-08-25,0.04586554378748315,0.0245300962460405
2014-08-26,0.044623563421372074,-0.0142859572474766
2014-08-27,0.043645997463882376,-0.0126699134575076
2014-08-28,0.04257562596542051,0.003031284619739
2014-08-29,0.04155618594193184,0.0096386288377687
2014-09-02,0.04078539264290394,0.0948740698977181
2014-09-03,0.04717107270168954,0.0081455785707145
2014-09-04,0.04548445271374146,0.0245739388998491
2014-09-05,0.044684322759191784,-0.0229527550808491
